category,clasificacion,code8,description
Software y licencias,Obras,48984000,Herramientas de interfaz gráfica de usuario (GUI)
Software y licencias,Obras,48985000,Lenguajes de programación
Software y licencias,Obras,48986000,Paquetes de software de ensayo de programas
Software y licencias,Obras,48987000,Paquetes de software de depuración
Software y licencias,Obras,48990000,Paquetes de software de hoja de cálculo y de mejora de hoja de cálculo
Software y licencias,Obras,48991000,Paquetes de software de hoja de cálculo
Reparación y mantenimiento,Servicios,50000000,Servicios de reparación y mantenimiento
Reparación y mantenimiento,Servicios,50100000,"Servicios de reparación, mantenimiento y servicios asociados de vehículos y equipo conexo"
Reparación y mantenimiento,Servicios,50110000,Servicios de reparación y mantenimiento de vehículos de motor y equipo asociado
Reparación y mantenimiento,Servicios,50111000,"Servicios de administración, reparación y mantenimiento de parque de vehículos"
Reparación y mantenimiento,Servicios,50111100,Servicios de gestión de parque de vehículos
Reparación y mantenimiento,Servicios,50111110,Servicios de soporte de parque de vehículos
Reparación y mantenimiento,Servicios,50112000,Servicios de reparación y mantenimiento de automóviles
Reparación y mantenimiento,Servicios,50112100,Servicios de reparación de automóviles
Reparación y mantenimiento,Servicios,50112110,Servicios de reparación de carrocerías de vehículos
Reparación y mantenimiento,Servicios,50112111,Servicios de chapistería
Reparación y mantenimiento,Servicios,50112120,Servicios de reemplazo de parabrisas
Reparación y mantenimiento,Servicios,50112200,Servicios de mantenimiento de automóviles
Reparación y mantenimiento,Servicios,50112300,Servicios de lavado de automóviles y similares
Reparación y mantenimiento,Servicios,50113000,Servicios de reparación y mantenimiento de autobuses
Reparación y mantenimiento,Servicios,50113100,Servicios de reparación de autobuses
Reparación y mantenimiento,Servicios,50113200,Servicios de mantenimiento de autobuses
Reparación y mantenimiento,Servicios,50114000,Servicios de reparación y mantenimiento de camiones
Reparación y mantenimiento,Servicios,50114100,Servicios de reparación de camiones
Reparación y mantenimiento,Servicios,50114200,Servicios de mantenimiento de camiones
Reparación y mantenimiento,Servicios,50115000,Servicios de reparación y mantenimiento de motocicletas
Reparación y mantenimiento,Servicios,50115100,Servicios de reparación de motocicletas
Reparación y mantenimiento,Servicios,50115200,Servicios de mantenimiento de motocicletas
Reparación y mantenimiento,Servicios,50116000,Servicios de mantenimiento y reparación relacionados con partes específicas de vehículos
Reparación y mantenimiento,Servicios,50116100,Servicios de reparación de sistemas eléctricos
Reparación y mantenimiento,Servicios,50116200,Servicios de reparación y mantenimiento de frenos y partes de frenos de vehículos
Reparación y mantenimiento,Servicios,50116300,Servicios de reparación y mantenimiento de cajas de cambio de vehículos
Reparación y mantenimiento,Servicios,50116400,Servicios de reparación y mantenimiento de transmisiones de vehículos
Reparación y mantenimiento,Servicios,50116500,"Servicios de reparación de neumáticos, incluidos el ajuste y el equilibrado de ruedas"
Reparación y mantenimiento,Servicios,50116510,Servicios de recauchutado de neumáticos
Reparación y mantenimiento,Servicios,50116600,Servicios de reparación y mantenimiento de motores de arranque
Reparación y mantenimiento,Servicios,50117000,Servicios de transformación y reacondicionamiento de vehículos
Reparación y mantenimiento,Servicios,50117100,Servicios de transformación de vehículos
Reparación y mantenimiento,Servicios,50117200,Servicios de transformación de ambulancias
Reparación y mantenimiento,Servicios,50117300,Servicios de reacondicionamiento de vehículos
Reparación y mantenimiento,Servicios,50118000,Servicios de auxilio de automóviles en carretera
Reparación y mantenimiento,Servicios,50118100,Servicios de reparación de averías y recuperación de automóviles
Reparación y mantenimiento,Servicios,50118110,Servicios de remolque de vehículos
Reparación y mantenimiento,Servicios,50118200,Servicios de reparación de averías y recuperación de vehículos comerciales
Reparación y mantenimiento,Servicios,50118300,Servicios de reparación de averías y recuperación de autobuses
Reparación y mantenimiento,Servicios,50118400,Servicios de reparación de averías y recuperación de vehículos de motor
Reparación y mantenimiento,Servicios,50118500,Servicios de reparación de averías y recuperación de motocicletas
Reparación y mantenimiento,Servicios,50190000,Servicios de demolición de vehículos
Reparación y mantenimiento,Servicios,50200000,"Servicios de reparación, mantenimiento y servicios asociados relacionados con aeronaves, vías férreas, carreteras y la marina"
Reparación y mantenimiento,Servicios,50210000,Servicios de reparación y mantenimiento y servicios asociados relacionados con aeronaves y otros equipos
Reparación y mantenimiento,Servicios,50211000,Servicios de reparación y mantenimiento de aeronaves
Reparación y mantenimiento,Servicios,50211100,Servicios de mantenimiento de aeronaves
Reparación y mantenimiento,Servicios,50211200,Servicios de reparación de aeronaves
Reparación y mantenimiento,Servicios,50211210,Servicios de reparación y mantenimiento de motores de aviación
Reparación y mantenimiento,Servicios,50211211,Servicios de mantenimiento de motores de aviación
Reparación y mantenimiento,Servicios,50211212,Servicios de reparación de motores de aviación
Reparación y mantenimiento,Servicios,50211300,Servicios de reacondicionamiento de aeronaves
Reparación y mantenimiento,Servicios,50211310,Servicios de reacondicionamiento de motores de aviación
Reparación y mantenimiento,Servicios,50212000,Servicios de reparación y mantenimiento de helicópteros
Reparación y mantenimiento,Servicios,50220000,"Servicios de reparación, mantenimiento y servicios asociados relacionados con vías férreas y otros equipos"
Reparación y mantenimiento,Servicios,50221000,Servicios de reparación y mantenimiento de locomotoras
Reparación y mantenimiento,Servicios,50221100,Servicios de reparación y mantenimiento de cajas de cambio de locomotoras
Reparación y mantenimiento,Servicios,50221200,Servicios de reparación y mantenimiento de sistemas de transmisión de locomotoras
Reparación y mantenimiento,Servicios,50221300,Servicios de reparación y mantenimiento de ejes de locomotoras
Reparación y mantenimiento,Servicios,50221400,Servicios de reparación y mantenimiento de frenos y partes de frenos de locomotoras
Reparación y mantenimiento,Servicios,50222000,Servicios de reparación y mantenimiento de material móvil
Reparación y mantenimiento,Servicios,50222100,Servicios de reparación y mantenimiento de amortiguadores
Reparación y mantenimiento,Servicios,50223000,Servicios de reacondicionamiento de locomotoras
Reparación y mantenimiento,Servicios,50224000,Servicios de reacondicionamiento de material móvil
Reparación y mantenimiento,Servicios,50224100,Servicios de reacondicionamiento de asientos de material móvil
Reparación y mantenimiento,Servicios,50224200,Servicios de reacondicionamiento de coches de pasajeros
Reparación y mantenimiento,Servicios,50225000,Servicios de mantenimiento de vías férreas
Reparación y mantenimiento,Servicios,50229000,Demolición de material móvil
Reparación y mantenimiento,Servicios,50230000,"Servicios de reparación, mantenimiento y servicios asociados relacionados con carreteras y otros equipos"
Reparación y mantenimiento,Servicios,50232000,Servicios de mantenimiento de instalaciones de alumbrado público y semáforos
Reparación y mantenimiento,Servicios,50232100,Servicios de mantenimiento de alumbrado público de calles
Reparación y mantenimiento,Servicios,50232110,Puesta a punto de instalaciones de iluminación pública
Reparación y mantenimiento,Servicios,50232200,Servicios de mantenimiento de señales de tráfico
Reparación y mantenimiento,Servicios,50240000,"Servicios de reparación, mantenimiento y servicios asociados relacionados con equipos navales y otros equipos"
Reparación y mantenimiento,Servicios,50241000,Servicios de reparación y mantenimiento de buques
Reparación y mantenimiento,Servicios,50241100,Servicios de reparación de barcos
Reparación y mantenimiento,Servicios,50241200,Servicios de reparación de transbordadores
Reparación y mantenimiento,Servicios,50242000,Servicios de transformación de buques
Reparación y mantenimiento,Servicios,50243000,Servicios de demolición de buques
Reparación y mantenimiento,Servicios,50244000,Servicios de reacondicionamiento de buques o barcos
Reparación y mantenimiento,Servicios,50245000,Servicios de modernización de buques
Reparación y mantenimiento,Servicios,50246000,Servicios de mantenimiento de equipo portuario
Reparación y mantenimiento,Servicios,50246100,Servicios de entrada en dique seco
Reparación y mantenimiento,Servicios,50246200,Servicios de mantenimiento de boyas
Reparación y mantenimiento,Servicios,50246300,Servicios de reparación y mantenimiento de estructuras flotantes
Reparación y mantenimiento,Servicios,50246400,Servicios de reparación y mantenimiento de plataformas flotantes
Reparación y mantenimiento,Servicios,50300000,"Servicios de reparación, mantenimiento y servicios asociados relacionados con ordenadores personales, equipo de oficina, telecomunicaciones y equipo audiovisual"
Reparación y mantenimiento,Servicios,50310000,Mantenimiento y reparación de máquinas de oficina
Reparación y mantenimiento,Servicios,50311000,Mantenimiento y reparación de máquinas de contabilidad de oficina
Reparación y mantenimiento,Servicios,50311400,Mantenimiento y reparación de calculadoras y máquinas de contabilidad
Reparación y mantenimiento,Servicios,50312000,Mantenimiento y reparación de equipo informático
Reparación y mantenimiento,Servicios,50312100,"Mantenimiento y reparación de ordenadores ""mainframe"""
Reparación y mantenimiento,Servicios,50312110,"Mantenimiento de ordenadores ""mainframe"""
Reparación y mantenimiento,Servicios,50312120,"Reparación de ordenadores ""mainframe"""
Reparación y mantenimiento,Servicios,50312200,Mantenimiento y reparación de miniordenadores
Reparación y mantenimiento,Servicios,50312210,Mantenimiento de miniordenadores
Reparación y mantenimiento,Servicios,50312220,Reparación de miniordenadores
Reparación y mantenimiento,Servicios,50312300,Mantenimiento y reparación de equipos de redes de datos
Reparación y mantenimiento,Servicios,50312310,Mantenimiento de equipos de redes de datos
Reparación y mantenimiento,Servicios,50312320,Reparación de equipos de redes de datos
Reparación y mantenimiento,Servicios,50312400,Mantenimiento y reparación de microordenadores
Reparación y mantenimiento,Servicios,50312410,Mantenimiento de microordenadores
Reparación y mantenimiento,Servicios,50312420,Reparación de microordenadores
Reparación y mantenimiento,Servicios,50312600,Mantenimiento y reparación de equipo de tecnología de la información
Reparación y mantenimiento,Servicios,50312610,Mantenimiento de equipo de tecnología de la información
Reparación y mantenimiento,Servicios,50312620,Reparación de equipo de tecnología de la información
Reparación y mantenimiento,Servicios,50313000,Mantenimiento y reparación de máquinas de reprografía
Reparación y mantenimiento,Servicios,50313100,Servicios de reparación de fotocopiadoras
Reparación y mantenimiento,Servicios,50313200,Servicios de mantenimiento de fotocopiadoras
Reparación y mantenimiento,Servicios,50314000,Servicios de reparación y mantenimiento de máquinas telecopiadoras
Reparación y mantenimiento,Servicios,50315000,Servicios de reparación y mantenimiento de contestadores telefónicos
Reparación y mantenimiento,Servicios,50316000,Mantenimiento y reparación de máquinas expendedoras de billetes
Reparación y mantenimiento,Servicios,50317000,Mantenimiento y reparación de máquinas de validación de billetes
Reparación y mantenimiento,Servicios,50320000,Servicios de reparación y mantenimiento de ordenadores personales
Reparación y mantenimiento,Servicios,50321000,Servicios de reparación de ordenadores personales
Reparación y mantenimiento,Servicios,50322000,Servicios de mantenimiento de ordenadores personales
Reparación y mantenimiento,Servicios,50323000,Mantenimiento y reparación de periféricos informáticos
Reparación y mantenimiento,Servicios,50323100,Mantenimiento de periféricos informáticos
Reparación y mantenimiento,Servicios,50323200,Reparación de periféricos informáticos
Reparación y mantenimiento,Servicios,50324000,Servicios de asistencia a ordenadores personales
Reparación y mantenimiento,Servicios,50324100,Servicios de mantenimiento de sistemas
Reparación y mantenimiento,Servicios,50324200,Servicios de mantenimiento preventivo
Reparación y mantenimiento,Servicios,50330000,Servicios de mantenimiento de equipo de telecomunicación
Reparación y mantenimiento,Servicios,50331000,Servicios de reparación y mantenimiento de líneas de telecomunicación
Reparación y mantenimiento,Servicios,50332000,Servicios de mantenimiento de infraestructura de telecomunicaciones
Reparación y mantenimiento,Servicios,50333000,Servicios de mantenimiento de equipo de radiocomunicaciones
Reparación y mantenimiento,Servicios,50333100,Servicios de reparación y mantenimiento de radiotransmisores
Reparación y mantenimiento,Servicios,50333200,Reparación y mantenimiento de aparatos de radiotelefonía
Reparación y mantenimiento,Servicios,50334000,Servicios de reparación y mantenimiento de equipos de telefonía por hilo y telegrafía por hilo
Reparación y mantenimiento,Servicios,50334100,Servicios de reparación y mantenimiento de equipos de telefonía por hilo
Reparación y mantenimiento,Servicios,50334110,Servicios de mantenimiento de redes telefónicas
Reparación y mantenimiento,Servicios,50334120,Servicios de actualización de equipos de conmutación telefónica
Reparación y mantenimiento,Servicios,50334130,Servicios de reparación y mantenimiento de aparatos de conmutación telefónica
Reparación y mantenimiento,Servicios,50334140,Servicios de reparación y mantenimiento de aparatos telefónicos
Reparación y mantenimiento,Servicios,50334200,Servicios de reparación y mantenimiento de equipos de telegrafía por hilo
Reparación y mantenimiento,Servicios,50334300,Servicios de reparación y mantenimiento de equipos de télex por hilo
Reparación y mantenimiento,Servicios,50334400,Servicios de mantenimiento de sistemas de comunicaciones
Reparación y mantenimiento,Servicios,50340000,Servicios de reparación y mantenimiento de equipos audiovisual y óptico
Reparación y mantenimiento,Servicios,50341000,Servicios de reparación y mantenimiento de equipos de televisión
Reparación y mantenimiento,Servicios,50341100,Servicios de reparación y mantenimiento de equipos de videotexto
Reparación y mantenimiento,Servicios,50341200,Servicios de reparación y mantenimiento de transmisores de televisión
Reparación y mantenimiento,Servicios,50342000,Servicios de reparación y mantenimiento de equipos de audio
Reparación y mantenimiento,Servicios,50343000,Servicios de reparación y mantenimiento de equipos de vídeo
Reparación y mantenimiento,Servicios,50344000,Servicios de reparación y mantenimiento de equipos ópticos
Reparación y mantenimiento,Servicios,50344100,Servicios de reparación y mantenimiento de equipos fotográficos
Reparación y mantenimiento,Servicios,50344200,Servicios de reparación y mantenimiento de equipos cinematográficos
Reparación y mantenimiento,Servicios,50400000,Servicios de reparación y mantenimiento de equipo médico y de precisión
Reparación y mantenimiento,Servicios,50410000,"Servicios de reparación y mantenimiento de aparatos de medida, pruebas y verificación"
Reparación y mantenimiento,Servicios,50411000,Servicios de reparación y mantenimiento de aparatos de medida
Reparación y mantenimiento,Servicios,50411100,Servicios de reparación y mantenimiento de contadores de agua
Reparación y mantenimiento,Servicios,50411200,Servicios de reparación y mantenimiento de contadores de gas
Reparación y mantenimiento,Servicios,50411300,Servicios de reparación y mantenimiento de contadores de electricidad
Reparación y mantenimiento,Servicios,50411400,Servicios de reparación y mantenimiento de tacómetros
Reparación y mantenimiento,Servicios,50411500,Servicios de reparación y mantenimiento de equipos industriales de cronomedición
Reparación y mantenimiento,Servicios,50412000,Servicios de reparación y mantenimiento de aparatos de pruebas
Reparación y mantenimiento,Servicios,50413000,Servicios de reparación y mantenimiento de aparatos de verificación
Reparación y mantenimiento,Servicios,50413100,Servicios de reparación y mantenimiento de equipos detectores de gas
Reparación y mantenimiento,Servicios,50413200,Servicios de reparación y mantenimiento de instalaciones contra incendios
Reparación y mantenimiento,Servicios,50420000,Servicios de reparación y mantenimiento de aparatos médicos y quirúrgicos
Reparación y mantenimiento,Servicios,50421000,Servicios de reparación y mantenimiento de equipos médicos
Reparación y mantenimiento,Servicios,50421100,Servicios de reparación y mantenimiento de sillas de ruedas
Reparación y mantenimiento,Servicios,50421200,Servicios de reparación y mantenimiento de equipos de rayos X
Reparación y mantenimiento,Servicios,50422000,Servicios de reparación y mantenimiento de equipos quirúrgicos
Reparación y mantenimiento,Servicios,50430000,Servicios de reparación y mantenimiento de equipos de precisión
Reparación y mantenimiento,Servicios,50431000,Servicios de reparación y mantenimiento de relojes de pulsera
Reparación y mantenimiento,Servicios,50432000,Servicios de reparación y mantenimiento de relojes de pared
Reparación y mantenimiento,Servicios,50433000,Servicios de calibrado
Reparación y mantenimiento,Servicios,50500000,"Servicios de reparación y mantenimiento de bombas, válvulas, grifos, contenedores metálicos y maquinaria"
Reparación y mantenimiento,Servicios,50510000,"Servicios de reparación y mantenimiento de bombas, válvulas, grifos y contenedores de metal"
Reparación y mantenimiento,Servicios,50511000,Servicios de reparación y mantenimiento de bombas
Reparación y mantenimiento,Servicios,50511100,Servicios de reparación y mantenimiento de bombas para líquidos
Reparación y mantenimiento,Servicios,50511200,Servicios de reparación y mantenimiento de bombas de gas
Reparación y mantenimiento,Servicios,50512000,Servicios de reparación y mantenimiento de válvulas
Reparación y mantenimiento,Servicios,50513000,Servicios de reparación y mantenimiento de grifos
Reparación y mantenimiento,Servicios,50514000,Servicios de reparación y mantenimiento de contenedores metálicos
Reparación y mantenimiento,Servicios,50514100,Servicios de reparación y mantenimiento de cisternas
Reparación y mantenimiento,Servicios,50514200,Servicios de reparación y mantenimiento de depósitos
Reparación y mantenimiento,Servicios,50514300,Servicios de reparación del revestimiento de los tubos de encamisado
Reparación y mantenimiento,Servicios,50530000,Servicios de reparación y mantenimiento de maquinaria
Reparación y mantenimiento,Servicios,50531000,Servicios de reparación y mantenimiento de maquinaria no eléctrica
Reparación y mantenimiento,Servicios,50531100,Servicios de reparación y mantenimiento de calderas
Reparación y mantenimiento,Servicios,50531200,Servicios de mantenimiento de aparatos de gas
Reparación y mantenimiento,Servicios,50531300,Servicios de reparación y mantenimiento de compresores
Reparación y mantenimiento,Servicios,50531400,Servicios de reparación y mantenimiento de grúas
Reparación y mantenimiento,Servicios,50531500,Servicios de reparación y mantenimiento de grúas derrick
Reparación y mantenimiento,Servicios,50531510,Servicios de desmontaje de torres de perforación
Reparación y mantenimiento,Servicios,50532000,"Servicios de reparación y mantenimiento de maquinaria eléctrica, aparatos y equipo asociado"
Reparación y mantenimiento,Servicios,50532100,Servicios de reparación y mantenimiento de motores eléctricos
Reparación y mantenimiento,Servicios,50532200,Servicios de reparación y mantenimiento de transformadores
Reparación y mantenimiento,Servicios,50532300,Servicios de reparación y mantenimiento de generadores
Reparación y mantenimiento,Servicios,50532400,Servicios de reparación y mantenimiento de equipos de distribución eléctrica
Reparación y mantenimiento,Servicios,50600000,Servicios de reparación y mantenimiento de materiales de seguridad y defensa
Reparación y mantenimiento,Servicios,50610000,Servicios de reparación y mantenimiento de equipos de seguridad
Reparación y mantenimiento,Servicios,50620000,Servicios de reparación y mantenimiento de armas de fuego y munición
Reparación y mantenimiento,Servicios,50630000,Servicios de reparación y mantenimiento de vehículos militares
Reparación y mantenimiento,Servicios,50640000,Servicios de reparación y mantenimiento de buques de guerra
Reparación y mantenimiento,Servicios,50650000,"Servicios de reparación y mantenimiento de aeronaves militares, misiles y naves espaciales"
Reparación y mantenimiento,Servicios,50660000,Servicios de reparación y mantenimiento de sistemas electrónicos militares
Reparación y mantenimiento,Servicios,50700000,Servicios de reparación y mantenimiento de equipos de edificios
Reparación y mantenimiento,Servicios,50710000,Servicios de reparación y mantenimiento de equipos eléctricos y mecánicos de edificios
Reparación y mantenimiento,Servicios,50711000,Servicios de reparación y mantenimiento de equipos eléctricos de edificios
Reparación y mantenimiento,Servicios,50712000,Servicios de reparación y mantenimiento de equipos mecánicos de edificios
Reparación y mantenimiento,Servicios,50720000,Servicios de reparación y mantenimiento de calefacción central
Reparación y mantenimiento,Servicios,50721000,Puesta a punto de instalaciones de calefacción
Reparación y mantenimiento,Servicios,50730000,Servicios de reparación y mantenimiento de grupos refrigeradores
Reparación y mantenimiento,Servicios,50740000,Servicios de reparación y mantenimiento de escaleras mecánicas
Reparación y mantenimiento,Servicios,50750000,Servicios de mantenimiento de ascensores
Reparación y mantenimiento,Servicios,50760000,Reparación y mantenimiento de aseos públicos
Reparación y mantenimiento,Servicios,50800000,Servicios varios de reparación y mantenimiento
Reparación y mantenimiento,Servicios,50810000,Servicios de reparación de joyería
Reparación y mantenimiento,Servicios,50820000,Servicios de reparación de artículos personales de cuero
Reparación y mantenimiento,Servicios,50821000,Servicios de reparación de botas
Reparación y mantenimiento,Servicios,50822000,Servicios de reparación de zapatos
Reparación y mantenimiento,Servicios,50830000,Servicios de reparación de ropa y tejidos
Reparación y mantenimiento,Servicios,50840000,Servicios de reparación y mantenimiento de armas y sistemas de armas
Reparación y mantenimiento,Servicios,50841000,Servicios de reparación y mantenimiento de armas
Reparación y mantenimiento,Servicios,50842000,Servicios de reparación y mantenimiento de sistemas de armas
Reparación y mantenimiento,Servicios,50850000,Servicios de reparación y mantenimiento de mobiliario
Reparación y mantenimiento,Servicios,50860000,Servicios de reparación y mantenimiento de instrumentos musicales
Reparación y mantenimiento,Servicios,50870000,Servicios de reparación y mantenimiento de equipos de terrenos de juegos
Reparación y mantenimiento,Servicios,50880000,Servicios de reparación y mantenimiento de equipos de hostelería y restaurante
Reparación y mantenimiento,Servicios,50881000,Servicios de reparación y mantenimiento de equipo de hostelería
Reparación y mantenimiento,Servicios,50882000,Servicios de reparación y mantenimiento de equipo de restaurante
Reparación y mantenimiento,Servicios,50883000,Servicios de reparación y mantenimiento de equipo de catering
Reparación y mantenimiento,Servicios,50884000,Servicios de reparación y mantenimiento de equipo de camping
Tecnología de la información,Servicios,51000000,Servicios de instalación (excepto software)
Tecnología de la información,Servicios,51100000,Servicios de instalación de equipos eléctrico y mecánico
Tecnología de la información,Servicios,51110000,Servicios de instalación de equipo eléctrico
Tecnología de la información,Servicios,51111000,"Servicios de instalación de motores eléctricos, generadores y transformadores"
Tecnología de la información,Servicios,51111100,Servicios de instalación de motores eléctricos
Tecnología de la información,Servicios,51111200,Servicios de instalación de generadores
Tecnología de la información,Servicios,51111300,Servicios de instalación de transformadores
Tecnología de la información,Servicios,51112000,Servicios de instalación de equipos de distribución y de control de electricidad
Tecnología de la información,Servicios,51112100,Servicios de instalación de equipos de distribución de electricidad
Tecnología de la información,Servicios,51112200,Servicios de instalación de equipos de control de electricidad
Tecnología de la información,Servicios,51120000,Servicios de instalación de equipos mecánicos
Tecnología de la información,Servicios,51121000,Servicios de instalación de aparatos de ejercicio físico
Tecnología de la información,Servicios,51122000,Servicios de instalación de mástiles de bandera
Tecnología de la información,Servicios,51130000,"Servicios de instalación de generadores de vapor, turbinas, compresores y quemadores"
Tecnología de la información,Servicios,51131000,Servicios de instalación de generadores de vapor
Tecnología de la información,Servicios,51133000,Servicios de instalación de turbinas
Tecnología de la información,Servicios,51133100,Servicios de instalación de turbinas de gas
Tecnología de la información,Servicios,51134000,Servicios de instalación de compresores
Tecnología de la información,Servicios,51135000,Servicios de instalación de hornos
Tecnología de la información,Servicios,51135100,Servicios de instalación de quemadores
Tecnología de la información,Servicios,51135110,Servicios de instalación de incineradores de residuos
Tecnología de la información,Servicios,51140000,Servicios de instalación de motores
Tecnología de la información,Servicios,51141000,Servicios de instalación de motores de gasolina
Tecnología de la información,Servicios,51142000,Servicios de instalación de motores diésel
Tecnología de la información,Servicios,51143000,Servicios de instalación de motores de ferrocarril
Tecnología de la información,Servicios,51144000,Servicios de instalación de motores de vehículos
Tecnología de la información,Servicios,51145000,Servicios de instalación de motores marinos
Tecnología de la información,Servicios,51146000,Servicios de instalación de motores de aeronaves
Tecnología de la información,Servicios,51200000,"Servicios de instalación de equipos de medida, verificación, pruebas y navegación"
Tecnología de la información,Servicios,51210000,Servicios de instalación de equipo de medida
Tecnología de la información,Servicios,51211000,Servicios de instalación de equipo de cronomedición
Tecnología de la información,Servicios,51212000,Servicios de instalación de equipos de registro de asistencia
Tecnología de la información,Servicios,51213000,Servicios de instalación de equipos de control horario (fechadores y contadores)
Tecnología de la información,Servicios,51214000,Servicios de instalación de equipos de parquímetros
Tecnología de la información,Servicios,51215000,Servicios de instalación de equipos meteorológicos
Tecnología de la información,Servicios,51216000,Servicios de instalación de equipos geológicos
Tecnología de la información,Servicios,51220000,Servicios de instalación de equipo de verificación
Tecnología de la información,Servicios,51221000,Servicios de instalación de dispositivos de facturación automática en aeropuertos
Tecnología de la información,Servicios,51230000,Servicios de instalación de equipo de pruebas
Tecnología de la información,Servicios,51240000,Servicios de instalación de equipo de navegación
Tecnología de la información,Servicios,51300000,Servicios de instalación de equipos de comunicaciones
Tecnología de la información,Servicios,51310000,"Servicios de instalación de equipos de radio, televisión, sonido y vídeo"
Tecnología de la información,Servicios,51311000,Servicios de instalación de equipo de radio
Tecnología de la información,Servicios,51312000,Servicios de instalación de equipo de televisión
Tecnología de la información,Servicios,51313000,Servicios de instalación de equipo de sonido
Tecnología de la información,Servicios,51314000,Servicios de instalación de equipo de vídeo
Tecnología de la información,Servicios,51320000,Servicios de instalación de transmisores de radio y televisión
Tecnología de la información,Servicios,51321000,Servicios de instalación de radiotransmisores
Tecnología de la información,Servicios,51322000,Servicios de instalación de transmisores de televisión
Tecnología de la información,Servicios,51330000,Servicios de instalación de aparatos de radiotelefonía
Tecnología de la información,Servicios,51340000,Servicios de instalación de equipo de telefonía por hilo
Tecnología de la información,Servicios,51350000,Servicios de instalación de equipo de telegrafía por hilo
Tecnología de la información,Servicios,51400000,Servicios de instalación de equipo médico y quirúrgico
Tecnología de la información,Servicios,51410000,Servicios de instalación de equipo médico
Tecnología de la información,Servicios,51411000,Servicios de instalación de equipos de imaginería
Tecnología de la información,Servicios,51412000,Servicios de instalación de equipos de odontología y sus especialidades
Tecnología de la información,Servicios,51413000,Servicios de instalación de equipos de radioterapia
Tecnología de la información,Servicios,51414000,Servicios de instalación de equipos de mecanoterapia
Tecnología de la información,Servicios,51415000,Servicios de instalación de equipos de electroterapia
Tecnología de la información,Servicios,51416000,Servicios de instalación de equipos de fisioterapia
Tecnología de la información,Servicios,51420000,Servicios de instalación de equipo quirúrgico
Tecnología de la información,Servicios,51430000,Servicios de instalación de equipo técnico de laboratorio
Tecnología de la información,Servicios,51500000,Servicios de instalación de maquinaria y equipos
Tecnología de la información,Servicios,51510000,Servicios de instalación de maquinaria y equipos de uso general
Tecnología de la información,Servicios,51511000,"Servicios de instalación de equipos de elevación y de manipulación, excepto ascensores y escaleras mecánicas"
Tecnología de la información,Servicios,51511100,Servicios de instalación de equipos de elevación
Tecnología de la información,Servicios,51511110,Servicios de instalación de grúas
Tecnología de la información,Servicios,51511200,Servicios de instalación de equipos de manipulación
Tecnología de la información,Servicios,51511300,Servicios de instalación de equipos suspendidos de acceso
Tecnología de la información,Servicios,51511400,Servicios de instalación de equipos transportadores automáticos
Tecnología de la información,Servicios,51514000,Servicios de instalación de maquinaria diversa de uso general
Tecnología de la información,Servicios,51514100,Servicios de instalación de maquinaria y aparatos para filtrar o depurar líquidos
Tecnología de la información,Servicios,51514110,Servicios de instalación de maquinaria y aparatos para filtrar o depurar agua
Tecnología de la información,Servicios,51520000,Servicios de instalación de maquinaria agrícola y forestal
Tecnología de la información,Servicios,51521000,Servicios de instalación de maquinaria agrícola
Tecnología de la información,Servicios,51522000,Servicios de instalación de maquinaria forestal
Tecnología de la información,Servicios,51530000,Servicios de instalación de máquinas herramienta
Tecnología de la información,Servicios,51540000,Servicios de instalación de maquinaria y equipos para usos especiales
Tecnología de la información,Servicios,51541000,"Servicios de instalación de maquinaria para extracción, construcción y metalurgia"
Tecnología de la información,Servicios,51541100,Servicios de instalación de maquinaria para la minería
Tecnología de la información,Servicios,51541200,Servicios de instalación de maquinaria para explotación de canteras
Tecnología de la información,Servicios,51541300,Servicios de instalación de maquinaria para la construcción
Tecnología de la información,Servicios,51541400,Servicios de instalación de maquinaria para la metalurgia
Tecnología de la información,Servicios,51542000,"Servicios de instalación de maquinaria para la elaboración de alimentos, bebidas y tabaco"
Tecnología de la información,Servicios,51542100,Servicios de instalación de maquinaria para la elaboración de alimentos
Tecnología de la información,Servicios,51542200,Servicios de instalación de maquinaria para la elaboración de bebidas
Tecnología de la información,Servicios,51542300,Servicios de instalación de maquinaria para la elaboración de tabaco
Tecnología de la información,Servicios,51543000,"Servicios de instalación de maquinaria para la producción de textiles, prendas de vestir y cuero"
Tecnología de la información,Servicios,51543100,Servicios de instalación de maquinaria para la producción de textiles
Tecnología de la información,Servicios,51543200,Servicios de instalación de maquinaria para la producción de prendas de vestir
Tecnología de la información,Servicios,51543300,Servicios de instalación de maquinaria para la producción de cuero
Tecnología de la información,Servicios,51543400,Servicios de instalación de máquinas para lavar y para secar ropa y máquinas para limpieza en seco
Tecnología de la información,Servicios,51544000,Servicios de instalación de maquinaria para la producción de papel y cartón
Tecnología de la información,Servicios,51544100,Servicios de instalación de maquinaria para la producción de papel
Tecnología de la información,Servicios,51544200,Servicios de instalación de maquinaria para la producción de cartón
Tecnología de la información,Servicios,51545000,Servicios de instalación de buzones de exterior
Tecnología de la información,Servicios,51550000,Servicios de instalación de sistemas de armas
Tecnología de la información,Servicios,51600000,Servicios de instalación de ordenadores y equipo de oficina
Tecnología de la información,Servicios,51610000,Servicios de instalación de ordenadores y de equipo para procesamiento de la información
Tecnología de la información,Servicios,51611000,Servicios de instalación de ordenadores
